X,vcode,imageFile,basname,spcname,cond,resp,resp.raw,pos_tagged,parsed,dep_parsed,tags_only,tokens,head_noun,objName,head_noun_orig,preNomMod,postNomMod,type_mod,preNomModstr,postNomModstr,preNomTags,postNomTags,type_mod_Left,type_mod_Right,actionL,state_verbL,withL,textL,part_or_objectL,colourL,positionL,sizeL,shapeL,orientationL,ageL,materialL,other_adjL,visual_patternL,actionR,state_verbR,withR,textR,part_or_objectR,colourR,positionR,sizeR,shapeR,orientationR,ageR,materialR,other_adjR,visual_patternR,visualL,pos_orientL,eventualityL,part_otherL,visualR,pos_orientR,eventualityR,part_otherR,anyR,anyL,notagsR,notagsL
4930,2952461,building_church_ambi_unspec_2275493.png,building,church,unsp,the church with largest clock,the church with largest clock,"[('the', 'DT'), ('church', 'NN'), ('with', 'IN'), ('largest', 'JJS'), ('clock', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN church))
    (PP (IN with)
      (NP (JJS largest) (NN clock)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'JJS', 'NN']","['the', 'church', 'with', 'largest', 'clock']",church,church,church,['--'],"['with', 'largest', 'clock']","['size', 'with', 'part_or_object']",--,with largest clock,['DT'],"['IN', 'JJS', 'NN']",['--'],"['size', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
1317,3839629,building_restaurant_ambi_unspec_3926233.png,building,restaurant,unsp,the building with the sign that says lobster pot,the building with the sign that says lobster pot,"[('the', 'DT'), ('building', 'NN'), ('with', 'IN'), ('the', 'DT'), ('sign', 'NN'), ('that', 'WDT'), ('says', 'VBZ'), ('lobster', 'NN'), ('pot', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN building))
    (PP (IN with)
      (NP
        (NP (DT the) (NN sign))
        (SBAR
          (WHNP (WDT that))
          (S
            (VP (VBZ says)
              (NP (NN lobster) (NN pot)))))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (det, 5, 4), (nmod, 2, 5), (nsubj, 7, 6), (acl:relcl, 5, 7), (compound, 9, 8), (obj, 7, 9)]","['DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'NN', 'NN']","['the', 'building', 'with', 'the', 'sign', 'that', 'says', 'lobster', 'pot']",building,building,building,['--'],"['with', 'the', 'sign', 'that', 'says', 'lobster', 'pot']","['state_verb', 'with', 'text', 'part_or_object']",--,with the sign that says lobster pot,['DT'],"['IN', 'DT', 'NN', 'WDT', 'VBZ', 'NN', 'NN']",['--'],"['state_verb', 'with', 'text', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,True,True,False,False,True
5141,5264234,building_restaurant_ambi_unspec_3926233.png,building,restaurant,unsp,the building with light settings,the building with light settings,"[('the', 'DT'), ('building', 'NN'), ('with', 'IN'), ('light', 'JJ'), ('settings', 'NNS')]","(ROOT
  (NP
    (NP (DT the) (NN building))
    (PP (IN with)
      (NP (JJ light) (NNS settings)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'JJ', 'NNS']","['the', 'building', 'with', 'light', 'settings']",building,building,building,['--'],"['with', 'light', 'settings']","['colour', 'with', 'part_or_object']",--,with light settings,['DT'],"['IN', 'JJ', 'NNS']",['--'],"['colour', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
5859,3031632,building_restaurant_ambi_unspec_3926233.png,building,restaurant,unsp,the restaurant with neon sign,the resturant with neon sign,"[('the', 'DT'), ('restaurant', 'NN'), ('with', 'IN'), ('neon', 'NN'), ('sign', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN restaurant))
    (PP (IN with)
      (NP (NN neon) (NN sign)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (compound, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'NN', 'NN']","['the', 'restaurant', 'with', 'neon', 'sign']",restaurant,restaurant,restaurant,['--'],"['with', 'neon', 'sign']","['material', 'with', 'part_or_object']",--,with neon sign,['DT'],"['IN', 'NN', 'NN']",['--'],"['material', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,True,True,False,False,True
5584,5475717,building_restaurant_ambi_unspec_3926233.png,building,restaurant,unsp,the restaurant with the sign Lobster Pot,"the restaurant with the sign, Lobster Pot","[('the', 'DT'), ('restaurant', 'NN'), ('with', 'IN'), ('the', 'DT'), ('sign', 'NN'), ('lobster', 'NN'), ('pot', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN restaurant))
    (PP (IN with)
      (NP (DT the) (NN sign) (NN lobster) (NN pot)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 7, 3), (det, 7, 4), (compound, 7, 5), (compound, 7, 6), (nmod, 2, 7)]","['DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN']","['the', 'restaurant', 'with', 'the', 'sign', 'lobster', 'pot']",restaurant,restaurant,restaurant,['--'],"['with', 'the', 'sign', 'lobster', 'pot']","['with', 'text', 'part_or_object']",--,with the sign lobster pot,['DT'],"['IN', 'DT', 'NN', 'NN', 'NN']",['--'],"['with', 'text', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
1652,8041092,building_restaurant_ambi_unspec_3926233.png,building,restaurant,unsp,the restaurant with light on,the restaurant with light on,"[('the', 'DT'), ('restaurant', 'NN'), ('with', 'IN'), ('light', 'NN'), ('on', 'IN')]","(ROOT
  (FRAG
    (NP
      (NP (DT the) (NN restaurant))
      (PP (IN with)
        (NP (NN light))))
    (PP (IN on))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4), (dep, 2, 5)]","['DT', 'NN', 'IN', 'NN', 'IN']","['the', 'restaurant', 'with', 'light', 'on']",restaurant,restaurant,restaurant,['--'],"['with', 'light', 'on']","['colour', 'position', 'with', 'part_or_object']",--,with light on,['DT'],"['IN', 'NN', 'IN']",['--'],"['colour', 'position', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,True,False,False,True
6326,1820290,building_restaurant_ambi_unspec_3926233.png,building,restaurant,unsp,the white shop with a red banner,the white shop with a red banner,"[('the', 'DT'), ('white', 'JJ'), ('shop', 'NN'), ('with', 'IN'), ('a', 'DT'), ('red', 'JJ'), ('banner', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ white) (NN shop))
    (PP (IN with)
      (NP (DT a) (JJ red) (NN banner)))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 7, 4), (det, 7, 5), (amod, 7, 6), (nmod, 3, 7)]","['DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN']","['the', 'white', 'shop', 'with', 'a', 'red', 'banner']",shop,shop,shop,['white'],"['with', 'a', 'red', 'banner']","['colour', 'colour', 'with', 'part_or_object']",white,with a red banner,"['DT', 'JJ']","['IN', 'DT', 'JJ', 'NN']",['colour'],"['colour', 'with', 'part_or_object']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,True,True,True,False,False
3105,3233928,car_taxi_ambi_unspec_642545.png,car,taxi,unsp,the car without nyc T logo,the car without Nyc T logo,"[('the', 'DT'), ('car', 'NN'), ('without', 'IN'), ('nyc', 'JJ'), ('t', 'NN'), ('logo', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN car))
    (PP (IN without)
      (NP (JJ nyc) (NN t) (NN logo)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (amod, 6, 4), (compound, 6, 5), (nmod, 2, 6)]","['DT', 'NN', 'IN', 'JJ', 'NN', 'NN']","['the', 'car', 'without', 'nyc', 't', 'logo']",car,car,car,['--'],"['without', 'nyc', 't', 'logo']","['with', 'text', 'part_or_object']",--,without nyc t logo,['DT'],"['IN', 'JJ', 'NN', 'NN']",['--'],"['with', 'text', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
5554,5475717,car_taxi_ambi_unspec_642545.png,car,taxi,unsp,the yellow cab taxi with the number 83,the yellow cab taxi with the number 83,"[('the', 'DT'), ('yellow', 'JJ'), ('cab', 'NN'), ('taxi', 'NN'), ('with', 'IN'), ('the', 'DT'), ('number', 'NN'), ('83', 'CD')]","(ROOT
  (NP
    (NP (DT the) (JJ yellow) (NN cab) (NN taxi))
    (PP (IN with)
      (NP (DT the) (NN number) (CD 83)))))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3), (case, 7, 5), (det, 7, 6), (nmod, 4, 7), (nummod, 7, 8)]","['DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'CD']","['the', 'yellow', 'cab', 'taxi', 'with', 'the', 'number', '83']",taxi,cab taxi,taxi,"['yellow', 'cab']","['with', 'the', 'number', '83']","['colour', 'with', 'text', 'part_or_object']",yellow cab,with the number 83,"['DT', 'JJ', 'NN']","['IN', 'DT', 'NN', 'CD']",['colour'],"['with', 'text', 'part_or_object']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,True,True,True,False,False
5110,4715719,car_taxi_ambi_unspec_642545.png,car,taxi,unsp,the taxi with the code bJ83,the taxi with the code bJ83,"[('the', 'DT'), ('taxi', 'NN'), ('with', 'IN'), ('the', 'DT'), ('code', 'NN'), ('bj83', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN taxi))
    (PP (IN with)
      (NP (DT the) (NN code) (NN bj83)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (det, 6, 4), (compound, 6, 5), (nmod, 2, 6)]","['DT', 'NN', 'IN', 'DT', 'NN', 'NN']","['the', 'taxi', 'with', 'the', 'code', 'bj83']",taxi,taxi,taxi,['--'],"['with', 'the', 'code', 'bj83']","['with', 'text', 'part_or_object']",--,with the code bj83,['DT'],"['IN', 'DT', 'NN', 'NN']",['--'],"['with', 'text', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
6721,1504427,car_taxi_ambi_unspec_642545.png,car,taxi,unsp,cab with bj83,cab with bj83,"[('cab', 'NN'), ('with', 'IN'), ('bj83', 'NN')]","(ROOT
  (NP
    (NP (NN cab))
    (PP (IN with)
      (NP (NN bj83)))))","[(ROOT, 0, 1), (case, 3, 2), (nmod, 1, 3)]","['NN', 'IN', 'NN']","['cab', 'with', 'bj83']",cab,cab,cab,"['with', 'bj83']","['with', 'bj83']","['with', 'text']",with bj83,with bj83,[],"['IN', 'NN']","['with', 'text']","['with', 'text']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,True,False,False,True,True,False,False,True,True,True,False,False
2271,6047398,car_taxi_ambi_unspec_642545.png,car,taxi,unsp,the cab with the black wheel,the cab with the black wheel,"[('the', 'DT'), ('cab', 'NN'), ('with', 'IN'), ('the', 'DT'), ('black', 'JJ'), ('wheel', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN cab))
    (PP (IN with)
      (NP (DT the) (JJ black) (NN wheel)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (det, 6, 4), (amod, 6, 5), (nmod, 2, 6)]","['DT', 'NN', 'IN', 'DT', 'JJ', 'NN']","['the', 'cab', 'with', 'the', 'black', 'wheel']",cab,cab,cab,['--'],"['with', 'the', 'black', 'wheel']","['colour', 'with', 'part_or_object']",--,with the black wheel,['DT'],"['IN', 'DT', 'JJ', 'NN']",['--'],"['colour', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
3485,7064640,car_taxi_ambi_unspec_642545.png,car,taxi,unsp,the the cab which has bJ83 as the serial on the door,the the cab which has bJ83 as the serial on the door.,"[('the', 'DT'), ('the', 'DT'), ('cab', 'NN'), ('which', 'WDT'), ('has', 'VBZ'), ('bj83', 'VBN'), ('as', 'IN'), ('the', 'DT'), ('serial', 'JJ'), ('on', 'IN'), ('the', 'DT'), ('door', 'NN')]","(ROOT
  (X
    (X (DT the))
    (NP
      (NP (DT the) (NN cab))
      (SBAR
        (WHNP (WDT which))
        (S
          (VP (VBZ has)
            (VP (VBN bj83)
              (PP (IN as)
                (NP (DT the) (JJ serial)))
              (PP (IN on)
                (NP (DT the) (NN door))))))))))","[(ROOT, 0, 3), (det, 3, 1), (det, 3, 2), (nsubj, 6, 4), (aux, 6, 5), (acl:relcl, 3, 6), (case, 9, 7), (det, 9, 8), (obl, 6, 9), (case, 12, 10), (det, 12, 11), (nmod, 9, 12)]","['DT', 'DT', 'NN', 'WDT', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'IN', 'DT', 'NN']","['the', 'the', 'cab', 'which', 'has', 'bj83', 'as', 'the', 'serial', 'on', 'the', 'door']",cab,cab,cab,['the'],"['which', 'has', 'bj83', 'as', 'the', 'serial', 'on', 'the', 'door']","['position', 'state_verb', 'state_verb', 'text', 'part_or_object']",the,which has bj83 as the serial on the door,"['DT', 'DT']","['WDT', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'IN', 'DT', 'NN']",['--'],"['position', 'state_verb', 'state_verb', 'text', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True,True,False,False,True
5790,5972498,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the sofa chair on the right in front of the white and green lamp,the sofa chair on the right infront of the white and green lamp,"[('the', 'DT'), ('sofa', 'NN'), ('chair', 'NN'), ('on', 'IN'), ('the', 'DT'), ('right', 'NN'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('the', 'DT'), ('white', 'JJ'), ('and', 'CC'), ('green', 'JJ'), ('lamp', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN sofa) (NN chair))
    (PP (IN on)
      (NP
        (NP (DT the) (NN right))
        (PP (IN in)
          (NP
            (NP (NN front))
            (PP (IN of)
              (NP (DT the)
                (ADJP (JJ white)
                  (CC and)
                  (JJ green))
                (NN lamp)))))))))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2), (case, 6, 4), (det, 6, 5), (nmod, 3, 6), (case, 8, 7), (nmod, 6, 8), (case, 14, 9), (det, 14, 10), (amod, 14, 11), (cc, 13, 12), (conj, 11, 13), (nmod, 8, 14)]","['DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'CC', 'JJ', 'NN']","['the', 'sofa', 'chair', 'on', 'the', 'right', 'in', 'front', 'of', 'the', 'white', 'and', 'green', 'lamp']",chair,sofa chair,chair,['sofa'],"['on', 'the', 'right', 'in', 'front', 'of', 'the', 'white', 'and', 'green', 'lamp']","['position', 'position', 'position', 'colour', 'colour', 'part_or_object']",sofa,on the right in front of the white and green lamp,"['DT', 'NN']","['IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'CC', 'JJ', 'NN']",['--'],"['position', 'position', 'position', 'colour', 'colour', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,True,False,False,True
6150,3096867,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the chair under the green lamp,the chair under the green lamp,"[('the', 'DT'), ('chair', 'NN'), ('under', 'IN'), ('the', 'DT'), ('green', 'JJ'), ('lamp', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN under)
      (NP (DT the) (JJ green) (NN lamp)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (det, 6, 4), (amod, 6, 5), (nmod, 2, 6)]","['DT', 'NN', 'IN', 'DT', 'JJ', 'NN']","['the', 'chair', 'under', 'the', 'green', 'lamp']",chair,chair,chair,['--'],"['under', 'the', 'green', 'lamp']","['position', 'colour', 'part_or_object']",--,under the green lamp,['DT'],"['IN', 'DT', 'JJ', 'NN']",['--'],"['position', 'colour', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,True,False,False,True
2465,8605037,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the couch with neat cover,the couch with neat cover,"[('the', 'DT'), ('couch', 'NN'), ('with', 'IN'), ('neat', 'JJ'), ('cover', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN couch))
    (PP (IN with)
      (NP (JJ neat) (NN cover)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'JJ', 'NN']","['the', 'couch', 'with', 'neat', 'cover']",couch,couch,couch,['--'],"['with', 'neat', 'cover']","['visual_pattern', 'with', 'part_or_object']",--,with neat cover,['DT'],"['IN', 'JJ', 'NN']",['--'],"['visual_pattern', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,True,True,False,False,True
3604,4064012,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the chair in front of the green lamp,the chair in front of the green lamp,"[('the', 'DT'), ('chair', 'NN'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('the', 'DT'), ('green', 'JJ'), ('lamp', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN in)
      (NP
        (NP (NN front))
        (PP (IN of)
          (NP (DT the) (JJ green) (NN lamp)))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4), (case, 8, 5), (det, 8, 6), (amod, 8, 7), (nmod, 4, 8)]","['DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']","['the', 'chair', 'in', 'front', 'of', 'the', 'green', 'lamp']",chair,chair,chair,['--'],"['in', 'front', 'of', 'the', 'green', 'lamp']","['position', 'colour', 'part_or_object']",--,in front of the green lamp,['DT'],"['IN', 'NN', 'IN', 'DT', 'JJ', 'NN']",['--'],"['position', 'colour', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,True,False,False,True
5734,9445150,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the chair with neat blanket,the chair with neat blanket,"[('the', 'DT'), ('chair', 'NN'), ('with', 'IN'), ('neat', 'JJ'), ('blanket', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN with)
      (NP (JJ neat) (NN blanket)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'JJ', 'NN']","['the', 'chair', 'with', 'neat', 'blanket']",chair,chair,chair,['--'],"['with', 'neat', 'blanket']","['visual_pattern', 'with', 'part_or_object']",--,with neat blanket,['DT'],"['IN', 'JJ', 'NN']",['--'],"['visual_pattern', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,True,True,False,False,True
2743,2949171,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the chair in front of green lamp,the chair in front of green lamp,"[('the', 'DT'), ('chair', 'NN'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('green', 'JJ'), ('lamp', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN in)
      (NP
        (NP (NN front))
        (PP (IN of)
          (NP (JJ green) (NN lamp)))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4), (case, 7, 5), (amod, 7, 6), (nmod, 4, 7)]","['DT', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NN']","['the', 'chair', 'in', 'front', 'of', 'green', 'lamp']",chair,chair,chair,['--'],"['in', 'front', 'of', 'green', 'lamp']","['position', 'colour', 'part_or_object']",--,in front of green lamp,['DT'],"['IN', 'NN', 'IN', 'JJ', 'NN']",['--'],"['position', 'colour', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,False,False,False,False,True,True,False,True,True,False,False,True
5378,8998977,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the the chair with a more orderly blanket,the the chair with a more orderly blanket,"[('the', 'DT'), ('the', 'DT'), ('chair', 'NN'), ('with', 'IN'), ('a', 'DT'), ('more', 'RBR'), ('orderly', 'JJ'), ('blanket', 'NN')]","(ROOT
  (X
    (X (DT the))
    (NP
      (NP (DT the) (NN chair))
      (PP (IN with)
        (NP (DT a)
          (ADJP (RBR more) (JJ orderly))
          (NN blanket))))))","[(ROOT, 0, 3), (det, 3, 1), (det, 3, 2), (case, 8, 4), (det, 8, 5), (advmod, 7, 6), (amod, 8, 7), (nmod, 3, 8)]","['DT', 'DT', 'NN', 'IN', 'DT', 'RBR', 'JJ', 'NN']","['the', 'the', 'chair', 'with', 'a', 'more', 'orderly', 'blanket']",chair,chair,chair,['the'],"['with', 'a', 'more', 'orderly', 'blanket']","['visual_pattern', 'with', 'part_or_object']",the,with a more orderly blanket,"['DT', 'DT']","['IN', 'DT', 'RBR', 'JJ', 'NN']",['--'],"['visual_pattern', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,True,True,False,False,True
4943,2952461,chair_armchair_ambi_unspec_3410260.png,chair,armchair,unsp,the chair with neatest seat pad,the chair with neatest seat pad,"[('the', 'DT'), ('chair', 'NN'), ('with', 'IN'), ('neatest', 'JJS'), ('seat', 'NN'), ('pad', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN with)
      (NP
        (NP (JJS neatest))
        (NP (NN seat) (NN pad))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (amod, 6, 4), (compound, 6, 5), (nmod, 2, 6)]","['DT', 'NN', 'IN', 'JJS', 'NN', 'NN']","['the', 'chair', 'with', 'neatest', 'seat', 'pad']",chair,chair,chair,['--'],"['with', 'neatest', 'seat', 'pad']","['visual_pattern', 'with', 'part_or_object']",--,with neatest seat pad,['DT'],"['IN', 'JJS', 'NN', 'NN']",['--'],"['visual_pattern', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,False,False,False,False,True,False,False,True,True,False,False,True
4291,7143428,chair_officechair_ambi_unspec_1564127.png,chair,officechair,unsp,the chair with the back rest on the lowest position,the chair with the back rest on the lowest postion,"[('the', 'DT'), ('chair', 'NN'), ('with', 'IN'), ('the', 'DT'), ('back', 'NN'), ('rest', 'NN'), ('on', 'IN'), ('the', 'DT'), ('lowest', 'JJS'), ('position', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN with)
      (NP
        (NP (DT the) (NN back) (NN rest))
        (PP (IN on)
          (NP (DT the) (JJS lowest) (NN position)))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (det, 6, 4), (compound, 6, 5), (nmod, 2, 6), (case, 10, 7), (det, 10, 8), (amod, 10, 9), (nmod, 2, 10)]","['DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJS', 'NN']","['the', 'chair', 'with', 'the', 'back', 'rest', 'on', 'the', 'lowest', 'position']",chair,chair,chair,['--'],"['with', 'the', 'back', 'rest', 'on', 'the', 'lowest', 'position']","['position', 'position', 'size', 'with']",--,with the back rest on the lowest position,['DT'],"['IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'JJS', 'NN']",['--'],"['position', 'position', 'size', 'with']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,True,True,False,True,True,False,False,True
5085,4715719,chair_officechair_ambi_unspec_1564127.png,chair,officechair,unsp,the chair with the lowest seat,the chair with the lowest seat,"[('the', 'DT'), ('chair', 'NN'), ('with', 'IN'), ('the', 'DT'), ('lowest', 'JJS'), ('seat', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN chair))
    (PP (IN with)
      (NP (DT the) (JJS lowest) (NN seat)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (det, 6, 4), (amod, 6, 5), (nmod, 2, 6)]","['DT', 'NN', 'IN', 'DT', 'JJS', 'NN']","['the', 'chair', 'with', 'the', 'lowest', 'seat']",chair,chair,chair,['--'],"['with', 'the', 'lowest', 'seat']","['size', 'with', 'part_or_object']",--,with the lowest seat,['DT'],"['IN', 'DT', 'JJS', 'NN']",['--'],"['size', 'with', 'part_or_object']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,True,True,False,False,True
5544,5475717,chair_officechair_ambi_unspec_1564127.png,chair,officechair,unsp,the blue swivel chair that is the shortest of the chairs,the blue swivel chair that is the shortest of the chairs,"[('the', 'DT'), ('blue', 'JJ'), ('swivel', 'NN'), ('chair', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('shortest', 'JJS'), ('of', 'IN'), ('the', 'DT'), ('chairs', 'NNS')]","(ROOT
  (NP
    (NP (DT the) (JJ blue) (NN swivel) (NN chair))
    (SBAR
      (WHNP (WDT that))
      (S
        (VP (VBZ is)
          (NP
            (NP (DT the) (JJS shortest))
            (PP (IN of)
              (NP (DT the) (NNS chairs)))))))))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3), (nsubj, 8, 5), (cop, 8, 6), (det, 8, 7), (acl:relcl, 4, 8), (case, 11, 9), (det, 11, 10), (nmod, 8, 11)]","['DT', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', 'DT', 'JJS', 'IN', 'DT', 'NNS']","['the', 'blue', 'swivel', 'chair', 'that', 'is', 'the', 'shortest', 'of', 'the', 'chairs']",chair,swivel chair,chair,"['blue', 'swivel']","['that', 'is', 'the', 'shortest', 'of', 'the', 'chairs']","['colour', 'size', 'state_verb', 'part_or_object']",blue swivel,that is the shortest of the chairs,"['DT', 'JJ', 'NN']","['WDT', 'VBZ', 'DT', 'JJS', 'IN', 'DT', 'NNS']",['colour'],"['size', 'state_verb', 'part_or_object']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,True,False,False,False,True,False,True,True,True,True,False,False
