,X,vcode,imageFile,pairID,basname,spcname,cond,resp,resp.raw,pos_tagged,parsed,dep_parsed,tags_only,tokens,head_noun,objName,nameCat,ExprCategory,preNomMod,postNomMod,type_mod,grouped_tags
548,5284,1339585,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the airborne skater,the airborne skater,"[('the', 'DT'), ('airborne', 'JJ'), ('skater', 'NN')]","(ROOT
  (NP (DT the) (JJ airborne) (NN skater)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'airborne', 'skater']",skater,skater,spec,syntax,['airborne'],['--'],['--'],[]
549,6681,2651565,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man doing a trick,the man doing a trick,"[('the', 'DT'), ('man', 'NN'), ('doing', 'VBG'), ('a', 'DT'), ('trick', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN man))
      (VP (VBG doing)
        (NP (DT a) (NN trick))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (det, 5, 4), (obj, 3, 5)]","['DT', 'NN', 'VBG', 'DT', 'NN']","['the', 'man', 'doing', 'a', 'trick']",man,man,ref,syntax,['--'],"['doing', 'a', 'trick']",['action'],['action']
550,3814,8197553,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man in the air,the man in the air,"[('the', 'DT'), ('man', 'NN'), ('in', 'IN'), ('the', 'DT'), ('air', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN in)
      (NP (DT the) (NN air)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (det, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'DT', 'NN']","['the', 'man', 'in', 'the', 'air']",man,man,ref,syntax,['--'],"['in', 'the', 'air']",['--'],[]
551,4340,2208680,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skateboard runner,the skateboard runner,"[('the', 'DT'), ('skateboard', 'NN'), ('runner', 'NN')]","(ROOT
  (NP (DT the) (NN skateboard) (NN runner)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'skateboard', 'runner']",runner,runner,unclassified,syntax,['skateboard'],['--'],['--'],[]
552,1971,5727151,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the jumping man,the jumping man,"[('the', 'DT'), ('jumping', 'NN'), ('man', 'NN')]","(ROOT
  (NP (DT the) (NN jumping) (NN man)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'jumping', 'man']",man,man,ref,syntax,['jumping'],['--'],['--'],[]
553,6793,4792821,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skating guy,the skating guy,"[('the', 'DT'), ('skating', 'NN'), ('guy', 'NN')]","(ROOT
  (NP (DT the) (NN skating) (NN guy)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'skating', 'guy']",guy,guy,ref,syntax,['skating'],['--'],['--'],[]
554,6325,1820290,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the leaping man,the leaping man,"[('the', 'DT'), ('leaping', 'VBG'), ('man', 'NN')]","(ROOT
  (NP (DT the)
    (NML
      (S
        (VP (VBG leaping))))
    (NN man)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'VBG', 'NN']","['the', 'leaping', 'man']",man,man,ref,syntax,['leaping'],['--'],['action'],['action']
555,2745,2949171,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man jumping above skateboard,the man jumping above skateboard,"[('the', 'DT'), ('man', 'NN'), ('jumping', 'VBG'), ('above', 'IN'), ('skateboard', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN man))
      (VP (VBG jumping)
        (PP (IN above)
          (NP (NN skateboard)))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (case, 5, 4), (obl, 3, 5)]","['DT', 'NN', 'VBG', 'IN', 'NN']","['the', 'man', 'jumping', 'above', 'skateboard']",man,man,ref,syntax,['--'],"['jumping', 'above', 'skateboard']","['position', 'action']","['action', 'pos_orient']"
556,4502,8598940,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the blue socks,the blue socks,"[('the', 'DT'), ('blue', 'JJ'), ('socks', 'NNS')]","(ROOT
  (FRAG
    (NP (DT the) (JJ blue) (NNS socks))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NNS']","['the', 'blue', 'socks']",socks,socks,other,syntax,['blue'],['--'],"['colour', 'part_or_object']","['visual', 'part']"
557,1932,9850829,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skater in blue socks,the skater in blue socks,"[('the', 'DT'), ('skater', 'NN'), ('in', 'IN'), ('blue', 'JJ'), ('socks', 'NNS')]","(ROOT
  (NP
    (NP (DT the) (NN skater))
    (PP (IN in)
      (NP (JJ blue) (NNS socks)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'JJ', 'NNS']","['the', 'skater', 'in', 'blue', 'socks']",skater,skater,spec,syntax,['--'],"['in', 'blue', 'socks']","['colour', 'part_or_object']","['visual', 'part']"
558,3507,7064640,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the person doing a flip with blue socks and skateboard in the air,the person doing a flip with blue socks and skateboard in the air,"[('the', 'DT'), ('person', 'NN'), ('doing', 'VBG'), ('a', 'DT'), ('flip', 'NN'), ('with', 'IN'), ('blue', 'JJ'), ('socks', 'NNS'), ('and', 'CC'), ('skateboard', 'NN'), ('in', 'IN'), ('the', 'DT'), ('air', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN person))
      (VP (VBG doing)
        (NP
          (NP
            (NP (DT a) (NN flip))
            (PP (IN with)
              (NP (JJ blue) (NNS socks))))
          (CC and)
          (NP
            (NP (NN skateboard))
            (PP (IN in)
              (NP (DT the) (NN air)))))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (det, 5, 4), (obj, 3, 5), (case, 8, 6), (amod, 8, 7), (obl, 3, 8), (cc, 10, 9), (conj, 8, 10), (case, 13, 11), (det, 13, 12), (obl, 3, 13)]","['DT', 'NN', 'VBG', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'CC', 'NN', 'IN', 'DT', 'NN']","['the', 'person', 'doing', 'a', 'flip', 'with', 'blue', 'socks', 'and', 'skateboard', 'in', 'the', 'air']",person,person,ref,syntax,['--'],"['doing', 'a', 'flip', 'with', 'blue', 'socks', 'and', 'skateboard', 'in', 'the', 'air']","['colour', 'action', 'with', 'part_or_object']","['action', 'visual', 'part']"
559,2578,2846619,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the flipping man,the flipping man,"[('the', 'DT'), ('flipping', 'VBG'), ('man', 'NN')]","(ROOT
  (X
    (NP (DT the) (VBG flipping) (NN man))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'VBG', 'NN']","['the', 'flipping', 'man']",man,man,ref,syntax,['flipping'],['--'],['action'],['action']
560,6456,4663449,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skateboarder doing a flip,the skateboarder doing a flip,"[('the', 'DT'), ('skateboarder', 'NN'), ('doing', 'VBG'), ('a', 'DT'), ('flip', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN skateboarder))
      (VP (VBG doing)
        (NP (DT a) (NN flip))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (det, 5, 4), (obj, 3, 5)]","['DT', 'NN', 'VBG', 'DT', 'NN']","['the', 'skateboarder', 'doing', 'a', 'flip']",skateboarder,skateboarder,spec,syntax,['--'],"['doing', 'a', 'flip']",['action'],['action']
561,3353,6651087,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skating man,the scating man,"[('the', 'DT'), ('skating', 'NN'), ('man', 'NN')]","(ROOT
  (NP (DT the) (NN skating) (NN man)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'skating', 'man']",man,man,ref,syntax,['skating'],['--'],['--'],[]
562,3992,2731674,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the shoe skater board,"the shoe, sckater board","[('the', 'DT'), ('shoe', 'NN'), ('skater', 'NN'), ('board', 'NN')]","(ROOT
  (NP (DT the) (NN shoe) (NN skater) (NN board)))","[(ROOT, 0, 4), (det, 4, 1), (compound, 3, 2), (compound, 4, 3)]","['DT', 'NN', 'NN', 'NN']","['the', 'shoe', 'skater', 'board']",board,board,unclassified,syntax,"['shoe', 'skater']",['--'],['--'],[]
563,4256,7143428,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the Arm tattoo guy doing skateboard tricks,the Arm tatto guy doing skateboard tricks,"[('the', 'DT'), ('arm', 'NN'), ('tattoo', 'NN'), ('guy', 'NN'), ('doing', 'VBG'), ('skateboard', 'NN'), ('tricks', 'NNS')]","(ROOT
  (SQ
    (NP (DT the) (NN arm) (NN tattoo) (NN guy))
    (VP (VBG doing)
      (NP (NN skateboard) (NNS tricks)))))","[(ROOT, 0, 4), (det, 4, 1), (compound, 3, 2), (compound, 4, 3), (acl, 4, 5), (compound, 7, 6), (obj, 5, 7)]","['DT', 'NN', 'NN', 'NN', 'VBG', 'NN', 'NNS']","['the', 'arm', 'tattoo', 'guy', 'doing', 'skateboard', 'tricks']",guy,tattoo guy,ref,syntax,"['arm', 'tattoo']","['doing', 'skateboard', 'tricks']","['action', 'part_or_object']","['action', 'part']"
564,5590,5475717,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skateboarder with a sleeve tattoo down his right arm,the skateboarder with a sleeve tattoo down his right arm,"[('the', 'DT'), ('skateboarder', 'NN'), ('with', 'IN'), ('a', 'DT'), ('sleeve', 'NN'), ('tattoo', 'NN'), ('down', 'IN'), ('his', 'PRP$'), ('right', 'JJ'), ('arm', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN skateboarder))
    (PP (IN with)
      (NP
        (NP (DT a) (NN sleeve) (NN tattoo))
        (PP (IN down)
          (NP (PRP$ his) (JJ right) (NN arm)))))))","[(ROOT, 0, 2), (det, 2, 1), (case, 6, 3), (det, 6, 4), (compound, 6, 5), (nmod, 2, 6), (case, 10, 7), (nmod:poss, 10, 8), (amod, 10, 9), (nmod, 2, 10)]","['DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'JJ', 'NN']","['the', 'skateboarder', 'with', 'a', 'sleeve', 'tattoo', 'down', 'his', 'right', 'arm']",skateboarder,skateboarder,spec,syntax,['--'],"['with', 'a', 'sleeve', 'tattoo', 'down', 'his', 'right', 'arm']","['position', 'with', 'part_or_object']","['part', 'pos_orient']"
565,4633,8644237,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the flipping skateboarder,the flipping skateboarder,"[('the', 'DT'), ('flipping', 'VBG'), ('skateboarder', 'NN')]","(ROOT
  (X
    (NP (DT the) (VBG flipping) (NN skateboarder))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'VBG', 'NN']","['the', 'flipping', 'skateboarder']",skateboarder,skateboarder,spec,syntax,['flipping'],['--'],['action'],['action']
566,2295,6047398,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the person in the air,the person in the air,"[('the', 'DT'), ('person', 'NN'), ('in', 'IN'), ('the', 'DT'), ('air', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN person))
    (PP (IN in)
      (NP (DT the) (NN air)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (det, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'DT', 'NN']","['the', 'person', 'in', 'the', 'air']",person,person,ref,syntax,['--'],"['in', 'the', 'air']",['--'],[]
567,65,3319139,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the jumping skater,the jumping skater,"[('the', 'DT'), ('jumping', 'NN'), ('skater', 'NN')]","(ROOT
  (NP (DT the) (NN jumping) (NN skater)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'jumping', 'skater']",skater,skater,spec,syntax,['jumping'],['--'],['--'],[]
568,2201,5686043,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man with blue socks,the man with blue socks,"[('the', 'DT'), ('man', 'NN'), ('with', 'IN'), ('blue', 'JJ'), ('socks', 'NNS')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN with)
      (NP (JJ blue) (NNS socks)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'JJ', 'NNS']","['the', 'man', 'with', 'blue', 'socks']",man,man,ref,syntax,['--'],"['with', 'blue', 'socks']","['colour', 'with', 'part_or_object']","['visual', 'part']"
569,3165,3233928,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the flying man,the flying man,"[('the', 'DT'), ('flying', 'VBG'), ('man', 'NN')]","(ROOT
  (X
    (NP (DT the) (VBG flying) (NN man))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'VBG', 'NN']","['the', 'flying', 'man']",man,man,ref,syntax,['flying'],['--'],['action'],['action']
570,1064,3169918,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man in midair,the man in midair,"[('the', 'DT'), ('man', 'NN'), ('in', 'IN'), ('midair', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN in)
      (NP (NN midair)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'man', 'in', 'midair']",man,man,ref,syntax,['--'],"['in', 'midair']",['--'],[]
571,697,4235564,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the flying man,the flying man,"[('the', 'DT'), ('flying', 'VBG'), ('man', 'NN')]","(ROOT
  (X
    (NP (DT the) (VBG flying) (NN man))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'VBG', 'NN']","['the', 'flying', 'man']",man,man,ref,syntax,['flying'],['--'],['action'],['action']
572,2442,8146096,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man in the air,the man in the air,"[('the', 'DT'), ('man', 'NN'), ('in', 'IN'), ('the', 'DT'), ('air', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN in)
      (NP (DT the) (NN air)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (det, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'DT', 'NN']","['the', 'man', 'in', 'the', 'air']",man,man,ref,syntax,['--'],"['in', 'the', 'air']",['--'],[]
573,5788,5972498,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the guy jumping with the tattoos,the guy jumping with the tattoos,"[('the', 'DT'), ('guy', 'NN'), ('jumping', 'VBG'), ('with', 'IN'), ('the', 'DT'), ('tattoos', 'NNS')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN guy))
      (VP (VBG jumping)
        (PP (IN with)
          (NP (DT the) (NNS tattoos)))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (case, 6, 4), (det, 6, 5), (obl, 3, 6)]","['DT', 'NN', 'VBG', 'IN', 'DT', 'NNS']","['the', 'guy', 'jumping', 'with', 'the', 'tattoos']",guy,guy,ref,syntax,['--'],"['jumping', 'with', 'the', 'tattoos']","['action', 'with', 'part_or_object']","['action', 'part']"
574,4414,2460515,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the flying person on the board,the flying person on the board,"[('the', 'DT'), ('flying', 'VBG'), ('person', 'NN'), ('on', 'IN'), ('the', 'DT'), ('board', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (VBG flying) (NN person))
      (PP (IN on)
        (NP (DT the) (NN board))))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 6, 4), (det, 6, 5), (nmod, 3, 6)]","['DT', 'VBG', 'NN', 'IN', 'DT', 'NN']","['the', 'flying', 'person', 'on', 'the', 'board']",person,person,ref,syntax,['flying'],"['on', 'the', 'board']","['position', 'action']","['action', 'pos_orient']"
575,5119,5264234,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the sitting person,the sitting person,"[('the', 'DT'), ('sitting', 'VBG'), ('person', 'NN')]","(ROOT
  (X
    (NP (DT the) (VBG sitting) (NN person))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'VBG', 'NN']","['the', 'sitting', 'person']",person,person,ref,syntax,['sitting'],['--'],['action'],['action']
576,4941,2952461,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the upside down skateboarder,the upside down skateboarder,"[('the', 'DT'), ('upside', 'NN'), ('down', 'IN'), ('skateboarder', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN upside))
    (PP (IN down)
      (NP (NN skateboarder)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'upside', 'down', 'skateboarder']",upside,upside,unclassified,syntax,['--'],"['down', 'skateboarder']",['--'],[]
577,2997,8340084,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the guy jumping,the guy jumping,"[('the', 'DT'), ('guy', 'NN'), ('jumping', 'NN')]","(ROOT
  (NP (DT the) (NN guy) (NN jumping)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'guy', 'jumping']",jumping,jumping,unclassified,syntax,['guy'],['--'],['--'],[]
578,6085,8175490,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the brown shorts,the brown shorts,"[('the', 'DT'), ('brown', 'JJ'), ('shorts', 'NNS')]","(ROOT
  (FRAG
    (NP (DT the) (JJ brown) (NNS shorts))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NNS']","['the', 'brown', 'shorts']",shorts,shorts,other,syntax,['brown'],['--'],['colour'],['visual']
579,3601,4064012,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the airborne skater,the airborn skater,"[('the', 'DT'), ('airborne', 'JJ'), ('skater', 'NN')]","(ROOT
  (NP (DT the) (JJ airborne) (NN skater)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'airborne', 'skater']",skater,skater,spec,syntax,['airborne'],['--'],['--'],[]
580,1590,8041092,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the jumper with skate board,the jumper with skate board,"[('the', 'DT'), ('jumper', 'NN'), ('with', 'IN'), ('skate', 'VB'), ('board', 'NN')]","(ROOT
  (S
    (PP
      (NP (DT the) (NN jumper))
      (IN with))
    (VP (VB skate)
      (NP (NN board)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (amod, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'VB', 'NN']","['the', 'jumper', 'with', 'skate', 'board']",jumper,jumper,spec,syntax,['--'],"['with', 'skate', 'board']",['with'],[]
581,6752,1504427,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skateboarder jumping,the skateboarder jumping,"[('the', 'DT'), ('skateboarder', 'NN'), ('jumping', 'NN')]","(ROOT
  (NP (DT the) (NN skateboarder) (NN jumping)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'skateboarder', 'jumping']",jumping,jumping,unclassified,syntax,['skateboarder'],['--'],['--'],[]
582,756,5857026,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the jumping boy,the umping boy,"[('the', 'DT'), ('jumping', 'VVG'), ('boy', 'NN')]","(ROOT
  (NP (DT the) (NN umping) (NN boy)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'VVG', 'NN']","['the', 'jumping', 'boy']",boy,boy,ref,syntax,['jumping'],['--'],['action'],['action']
583,4199,5292045,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the boy skating,the boy skitting ,"[('the', 'DT'), ('boy', 'NN'), ('skating', 'NN')]","(ROOT
  (NP (DT the) (NN boy) (NN skating)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'boy', 'skating']",skating,skating,unclassified,syntax,['boy'],['--'],['--'],[]
584,4733,3488102,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the man in air,the man in air ,"[('the', 'DT'), ('man', 'NN'), ('in', 'IN'), ('air', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN in)
      (NP (NN air)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'man', 'in', 'air']",man,man,ref,syntax,['--'],"['in', 'air']",['--'],[]
585,2735,4868622,man_skateboarder_ambi_spec_2594950.png,14,man,skateboarder,spec,the skateboarder in the air,the skateboarder in the air,"[('the', 'DT'), ('skateboarder', 'NN'), ('in', 'IN'), ('the', 'DT'), ('air', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN skateboarder))
    (PP (IN in)
      (NP (DT the) (NN air)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (det, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'DT', 'NN']","['the', 'skateboarder', 'in', 'the', 'air']",skateboarder,skateboarder,spec,syntax,['--'],"['in', 'the', 'air']",['--'],[]
586,4966,2952461,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the man in white,the man in white,"[('the', 'DT'), ('man', 'NN'), ('in', 'IN'), ('white', 'JJ')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN in)
      (ADJP (JJ white)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'JJ']","['the', 'man', 'in', 'white']",man,man,ref,syntax,['--'],"['in', 'white']",['colour'],['visual']
587,6656,2651565,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the man with the racket,the man with the racket,"[('the', 'DT'), ('man', 'NN'), ('with', 'IN'), ('the', 'DT'), ('racket', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN man))
    (PP (IN with)
      (NP (DT the) (NN racket)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 5, 3), (det, 5, 4), (nmod, 2, 5)]","['DT', 'NN', 'IN', 'DT', 'NN']","['the', 'man', 'with', 'the', 'racket']",man,man,ref,syntax,['--'],"['with', 'the', 'racket']","['with', 'part_or_object']",['part']
588,4213,5292045,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the boy wear in white color jersey and playing in tennis,the boy wear in white color jercy and playing in tennies,"[('the', 'DT'), ('boy', 'NN'), ('wear', 'NN'), ('in', 'IN'), ('white', 'JJ'), ('color', 'NN'), ('jersey', 'NN'), ('and', 'CC'), ('playing', 'VBG'), ('in', 'IN'), ('tennis', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN boy) (NN wear))
    (PP (IN in)
      (NP
        (NP
          (NML (JJ white) (NN color))
          (NN jersey)
          (CC and)
          (VBG playing))
        (PP (IN in)
          (NP (NN tennis)))))))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2), (case, 7, 4), (amod, 7, 5), (compound, 7, 6), (nmod, 3, 7), (cc, 9, 8), (conj, 3, 9), (case, 11, 10), (obl, 9, 11)]","['DT', 'NN', 'NN', 'IN', 'JJ', 'NN', 'NN', 'CC', 'VBG', 'IN', 'NN']","['the', 'boy', 'wear', 'in', 'white', 'color', 'jersey', 'and', 'playing', 'in', 'tennis']",wear,boy wear,unclassified,syntax,['boy'],"['in', 'white', 'color', 'jersey', 'and', 'playing', 'in', 'tennis']","['colour', 'colour', 'action']","['action', 'visual']"
589,4689,3488102,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the man playing badminton,the man playing badminton,"[('the', 'DT'), ('man', 'NN'), ('playing', 'VBG'), ('badminton', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN man))
      (VP (VBG playing)
        (NP (NN badminton))))))","[(ROOT, 0, 2), (det, 2, 1), (amod, 4, 3), (dep, 2, 4)]","['DT', 'NN', 'VBG', 'NN']","['the', 'man', 'playing', 'badminton']",man,man,ref,syntax,['--'],"['playing', 'badminton']",['action'],['action']
590,4319,7143428,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the man playing tennis,the man playing tennis,"[('the', 'DT'), ('man', 'NN'), ('playing', 'VBG'), ('tennis', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN man))
      (VP (VBG playing)
        (NP (NN tennis))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (obj, 3, 4)]","['DT', 'NN', 'VBG', 'NN']","['the', 'man', 'playing', 'tennis']",man,man,ref,syntax,['--'],"['playing', 'tennis']",['action'],['action']
591,4628,8644237,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the tennis player in white,the tennis player in white,"[('the', 'DT'), ('tennis', 'NN'), ('player', 'NN'), ('in', 'IN'), ('white', 'JJ')]","(ROOT
  (NP
    (NP (DT the) (NN tennis) (NN player))
    (PP (IN in)
      (ADJP (JJ white)))))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2), (case, 5, 4), (nmod, 3, 5)]","['DT', 'NN', 'NN', 'IN', 'JJ']","['the', 'tennis', 'player', 'in', 'white']",player,tennis player,spec,syntax,['tennis'],"['in', 'white']",['colour'],['visual']
592,3498,7064640,man_tennisplayer_ambi_spec_2656184.png,15,man,tennisplayer,spec,the man wearing white shorts and shirt hitting a ball,the man wearing white shorts and shirt hitting a ball,"[('the', 'DT'), ('man', 'NN'), ('wearing', 'VBG'), ('white', 'JJ'), ('shorts', 'NNS'), ('and', 'CC'), ('shirt', 'NN'), ('hitting', 'VBG'), ('a', 'DT'), ('ball', 'NN')]","(ROOT
  (S
    (NP
      (NP (DT the) (NN man))
      (VP (VBG wearing)
        (NP (JJ white) (NNS shorts)
          (CC and)
          (NN shirt))
        (S
          (VP (VBG hitting)
            (NP (DT a) (NN ball))))))))","[(ROOT, 0, 2), (det, 2, 1), (acl, 2, 3), (amod, 5, 4), (obj, 3, 5), (cc, 7, 6), (conj, 5, 7), (acl, 5, 8), (det, 10, 9), (obj, 8, 10)]","['DT', 'NN', 'VBG', 'JJ', 'NNS', 'CC', 'NN', 'VBG', 'DT', 'NN']","['the', 'man', 'wearing', 'white', 'shorts', 'and', 'shirt', 'hitting', 'a', 'ball']",man,man,ref,syntax,['--'],"['wearing', 'white', 'shorts', 'and', 'shirt', 'hitting', 'a', 'ball']","['colour', 'action']","['action', 'visual']"
