,X,vcode,imageFile,pairID,basname,spcname,cond,resp,resp.raw,pos_tagged,parsed,dep_parsed,tags_only,tokens,head_noun,objName,nameCat,ExprCategory,preNomMod,postNomMod,type_mod,grouped_tags
212,1100,6831649,building_restaurant_ambi_spec_3468320.png,5,building,restaurant,spec,the first building,the first building,"[('the', 'DT'), ('first', 'JJ'), ('building', 'NN')]","(ROOT
  (NP (DT the) (JJ first) (NN building)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'first', 'building']",building,building,ref,syntax,['first'],['--'],['position'],['pos_orient']
213,3187,3684450,building_restaurant_ambi_spec_3468320.png,5,building,restaurant,spec,the small building in this picture,the  small building in this picture,"[('the', 'DT'), ('small', 'JJ'), ('building', 'NN'), ('in', 'IN'), ('this', 'DT'), ('picture', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ small) (NN building))
    (PP (IN in)
      (NP (DT this) (NN picture)))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 6, 4), (det, 6, 5), (nmod, 3, 6)]","['DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['the', 'small', 'building', 'in', 'this', 'picture']",building,building,ref,syntax,['small'],"['in', 'this', 'picture']",['size'],['visual']
214,446,3994550,building_restaurant_ambi_spec_3468320.png,5,building,restaurant,spec,the fish and chip restaurant,the fish and chip restaurant,"[('the', 'DT'), ('fish', 'NN'), ('and', 'CC'), ('chip', 'NN'), ('restaurant', 'NN')]","(ROOT
  (NP (DT the)
    (NML (NN fish)
      (CC and)
      (NN chip))
    (NN restaurant)))","[(ROOT, 0, 5), (det, 5, 1), (compound, 5, 2), (cc, 4, 3), (conj, 2, 4)]","['DT', 'NN', 'CC', 'NN', 'NN']","['the', 'fish', 'and', 'chip', 'restaurant']",restaurant,restaurant,spec,syntax,"['fish', 'and', 'chip']",['--'],['--'],[]
215,4515,8598940,building_restaurant_ambi_spec_3468320.png,5,building,restaurant,spec,the black door,the black door,"[('the', 'DT'), ('black', 'JJ'), ('door', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN door)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'door']",door,door,other,syntax,['black'],['--'],"['colour', 'part_or_object']","['visual', 'part']"
216,4662,8644237,building_restaurant_ambi_spec_3468320.png,5,building,restaurant,spec,the restaurant storefront,the restaurant storefront,"[('the', 'DT'), ('restaurant', 'NN'), ('storefront', 'NN')]","(ROOT
  (NP (DT the) (NN restaurant) (NN storefront)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'restaurant', 'storefront']",storefront,storefront,other,syntax,['restaurant'],['--'],['--'],[]
217,3623,4064012,building_restaurant_ambi_spec_3468320.png,5,building,restaurant,spec,the building with writing,the builing with writing ,"[('the', 'DT'), ('building', 'NN'), ('with', 'IN'), ('writing', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN building))
    (PP (IN with)
      (NP (NN writing)))))","[(ROOT, 0, 2), (det, 2, 1), (case, 4, 3), (nmod, 2, 4)]","['DT', 'NN', 'IN', 'NN']","['the', 'building', 'with', 'writing']",building,building,ref,syntax,['--'],"['with', 'writing']","['with', 'part_or_object']",['part']
218,3851,9607271,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
219,193,4782920,car_suv_ambi_spec_812934.png,6,car,suv,spec,the black SUV,the black SUV,"[('the', 'DT'), ('black', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'suv']",suv,suv,spec,syntax,['black'],['--'],['colour'],['visual']
220,620,9550961,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
221,2489,8605037,car_suv_ambi_spec_812934.png,6,car,suv,spec,the black car,the black car,"[('the', 'DT'), ('black', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'car']",car,car,ref,syntax,['black'],['--'],['colour'],['visual']
222,63,3319139,car_suv_ambi_spec_812934.png,6,car,suv,spec,the black SUV,the black Suv,"[('the', 'DT'), ('black', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'suv']",suv,suv,spec,syntax,['black'],['--'],['colour'],['visual']
223,3766,8197553,car_suv_ambi_spec_812934.png,6,car,suv,spec,the dark car,the dark car,"[('the', 'DT'), ('dark', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ dark) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'dark', 'car']",car,car,ref,syntax,['dark'],['--'],['colour'],['visual']
224,1756,2535025,car_suv_ambi_spec_812934.png,6,car,suv,spec,the silver SUV,the silver suv,"[('the', 'DT'), ('silver', 'NN'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (NN silver) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'silver', 'suv']",suv,suv,spec,syntax,['silver'],['--'],['colour'],['visual']
225,1928,9850829,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the gray suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
226,5351,8998977,car_suv_ambi_spec_812934.png,6,car,suv,spec,the mini van,the mini-van,"[('the', 'DT'), ('mini', 'JJ'), ('van', 'NN')]","(ROOT
  (NP (DT the) (JJ mini) (NN van)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'mini', 'van']",van,van,spec,syntax,['mini'],['--'],['other_adj'],[]
227,5622,1841079,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
228,3638,4064012,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
229,2763,2949171,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray Toyota,the grey Toyota,"[('the', 'DT'), ('gray', 'JJ'), ('toyota', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN toyota)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'toyota']",toyota,toyota,spec,syntax,['gray'],['--'],"['colour', 'text']",['visual']
230,4563,8243240,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey Suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
231,5772,5972498,car_suv_ambi_spec_812934.png,6,car,suv,spec,the Toyota gray SUV,the Toyota grey SUV,"[('the', 'DT'), ('toyota', 'NN'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN toyota))
    (NP (JJ gray) (NN suv))))","[(ROOT, 0, 4), (det, 4, 1), (compound, 4, 2), (amod, 4, 3)]","['DT', 'NN', 'JJ', 'NN']","['the', 'toyota', 'gray', 'suv']",suv,toyota suv,spec,syntax,"['toyota', 'gray']",['--'],"['colour', 'text']",['visual']
232,2312,1215716,car_suv_ambi_spec_812934.png,6,car,suv,spec,the brown SUV,the brown suv,"[('the', 'DT'), ('brown', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ brown) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'brown', 'suv']",suv,suv,spec,syntax,['brown'],['--'],['colour'],['visual']
233,1619,8041092,car_suv_ambi_spec_812934.png,6,car,suv,spec,the Toyota SUV,the Toyota SUV,"[('the', 'DT'), ('toyota', 'NN'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (NN toyota) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'toyota', 'suv']",suv,suv,spec,syntax,['toyota'],['--'],['text'],['visual']
234,5287,1339585,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey SUV,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
235,2391,8146096,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey Suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
236,3522,7064640,car_suv_ambi_spec_812934.png,6,car,suv,spec,the large SUV in front of a fire hydrant,the large  suv in front of a fire hydrant,"[('the', 'DT'), ('large', 'JJ'), ('suv', 'NN'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('a', 'DT'), ('fire', 'NN'), ('hydrant', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ large) (NN suv))
    (PP (IN in)
      (NP
        (NP (NN front))
        (PP (IN of)
          (NP (DT a) (NN fire) (NN hydrant)))))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 5, 4), (nmod, 3, 5), (case, 9, 6), (det, 9, 7), (compound, 9, 8), (nmod, 5, 9)]","['DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN']","['the', 'large', 'suv', 'in', 'front', 'of', 'a', 'fire', 'hydrant']",suv,suv,spec,syntax,['large'],"['in', 'front', 'of', 'a', 'fire', 'hydrant']","['size', 'position']","['visual', 'pos_orient']"
237,4447,2460515,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray toyota,the gray toyota,"[('the', 'DT'), ('gray', 'JJ'), ('toyota', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN toyota)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'toyota']",toyota,toyota,spec,syntax,['gray'],['--'],"['colour', 'text']",['visual']
238,5080,4715719,car_suv_ambi_spec_812934.png,6,car,suv,spec,the black SUV,the black SUV,"[('the', 'DT'), ('black', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ black) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'black', 'suv']",suv,suv,spec,syntax,['black'],['--'],['colour'],['visual']
239,740,5857026,car_suv_ambi_spec_812934.png,6,car,suv,spec,the big car,the big car,"[('the', 'DT'), ('big', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ big) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'big', 'car']",car,car,ref,syntax,['big'],['--'],['size'],['visual']
240,2282,6047398,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the gray car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
241,6694,2651565,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the gray car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
242,5177,5264234,car_suv_ambi_spec_812934.png,6,car,suv,spec,the blue car,the blue car,"[('the', 'DT'), ('blue', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ blue) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'blue', 'car']",car,car,ref,syntax,['blue'],['--'],['colour'],['visual']
243,1829,5045471,car_suv_ambi_spec_812934.png,6,car,suv,spec,the brown car,the brown car,"[('the', 'DT'), ('brown', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ brown) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'brown', 'car']",car,car,ref,syntax,['brown'],['--'],['colour'],['visual']
244,2721,4868622,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the gray suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
245,6278,1820290,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray vehicle,the gray vehicle,"[('the', 'DT'), ('gray', 'JJ'), ('vehicle', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN vehicle)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'vehicle']",vehicle,vehicle,ref,syntax,['gray'],['--'],['colour'],['visual']
246,3595,9284775,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the gray SUV,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
247,661,4235564,car_suv_ambi_spec_812934.png,6,car,suv,spec,the large car,the large car,"[('the', 'DT'), ('large', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ large) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'large', 'car']",car,car,ref,syntax,['large'],['--'],['size'],['visual']
248,3435,2611325,car_suv_ambi_spec_812934.png,6,car,suv,spec,the the gray toyota,the the gray toyota,"[('the', 'DT'), ('the', 'DT'), ('gray', 'JJ'), ('toyota', 'NN')]","(ROOT
  (NP (DT the)
    (ADJP (DT the) (JJ gray))
    (NN toyota)))","[(ROOT, 0, 4), (det, 4, 1), (det, 4, 2), (amod, 4, 3)]","['DT', 'DT', 'JJ', 'NN']","['the', 'the', 'gray', 'toyota']",toyota,toyota,spec,syntax,"['the', 'gray']",['--'],"['colour', 'text']",['visual']
249,6053,8175490,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
250,1059,3169918,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the gray Suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
251,2145,1818908,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey suv,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
252,2030,6009880,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey SUV,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
253,6748,1504427,car_suv_ambi_spec_812934.png,6,car,suv,spec,the silver SUV,the silver suv,"[('the', 'DT'), ('silver', 'NN'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (NN silver) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'silver', 'suv']",suv,suv,spec,syntax,['silver'],['--'],['colour'],['visual']
254,4612,8644237,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the gray SUV,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
255,4697,3488102,car_suv_ambi_spec_812934.png,6,car,suv,spec,the toyota car,the toyota car,"[('the', 'DT'), ('toyota', 'NN'), ('car', 'NN')]","(ROOT
  (NP (DT the) (NN toyota) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2)]","['DT', 'NN', 'NN']","['the', 'toyota', 'car']",car,car,ref,syntax,['toyota'],['--'],['text'],['visual']
256,5560,5475717,car_suv_ambi_spec_812934.png,6,car,suv,spec,the Toyota SUV with the numbers 38C at the end,the Toyota SUV with the numbers 38C at the end,"[('the', 'DT'), ('toyota', 'NN'), ('suv', 'NN'), ('with', 'IN'), ('the', 'DT'), ('numbers', 'NNS'), ('38c', 'NN'), ('at', 'IN'), ('the', 'DT'), ('end', 'NN')]","(ROOT
  (NP
    (NP (DT the) (NN toyota) (NN suv))
    (PP (IN with)
      (NP
        (NP (DT the) (NNS numbers) (NN 38c))
        (PP (IN at)
          (NP (DT the) (NN end)))))))","[(ROOT, 0, 3), (det, 3, 1), (compound, 3, 2), (case, 7, 4), (det, 7, 5), (compound, 7, 6), (nmod, 3, 7), (case, 10, 8), (det, 10, 9), (nmod, 7, 10)]","['DT', 'NN', 'NN', 'IN', 'DT', 'NNS', 'NN', 'IN', 'DT', 'NN']","['the', 'toyota', 'suv', 'with', 'the', 'numbers', '38c', 'at', 'the', 'end']",suv,toyota suv,spec,syntax,['toyota'],"['with', 'the', 'numbers', '38c', 'at', 'the', 'end']","['with', 'text', 'part_or_object']","['visual', 'part']"
257,4032,4366594,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
258,469,3994550,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey SUV,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
259,3213,3684450,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car in this picture,the gray car in this picture,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN'), ('in', 'IN'), ('this', 'DT'), ('picture', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ gray) (NN car))
    (PP (IN in)
      (NP (DT this) (NN picture)))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 6, 4), (det, 6, 5), (nmod, 3, 6)]","['DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['the', 'gray', 'car', 'in', 'this', 'picture']",car,car,ref,syntax,['gray'],"['in', 'this', 'picture']",['colour'],['visual']
260,4229,5292045,car_suv_ambi_spec_812934.png,6,car,suv,spec,the dandle color car,the sandle color car,"[('the', 'DT'), ('dandle', 'VBP'), ('color', 'NN'), ('car', 'NN')]","(ROOT
  (FRAG
    (X (DT the))
    (VP (VBP dandle)
      (NP (NN color) (NN car)))))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (compound, 4, 3)]","['DT', 'VBP', 'NN', 'NN']","['the', 'dandle', 'color', 'car']",car,color car,ref,syntax,"['dandle', 'color']",['--'],"['colour', 'state_verb']","['action', 'visual']"
261,5910,4878369,car_suv_ambi_spec_812934.png,6,car,suv,spec,the dark gray truck,the dark grey truck,"[('the', 'DT'), ('dark', 'JJ'), ('gray', 'JJ'), ('truck', 'NN')]","(ROOT
  (NP (DT the)
    (ADJP (JJ dark) (JJ gray))
    (NN truck)))","[(ROOT, 0, 4), (det, 4, 1), (amod, 4, 2), (amod, 4, 3)]","['DT', 'JJ', 'JJ', 'NN']","['the', 'dark', 'gray', 'truck']",truck,truck,spec,syntax,"['dark', 'gray']",['--'],"['colour', 'colour']",['visual']
262,1976,5727151,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
263,2918,1071886,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
264,2200,5686043,car_suv_ambi_spec_812934.png,6,car,suv,spec,the silver car,the silver car,"[('the', 'DT'), ('silver', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ silver) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'silver', 'car']",car,car,ref,syntax,['silver'],['--'],['colour'],['visual']
265,1358,3839629,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray SUV,the grey SUV,"[('the', 'DT'), ('gray', 'JJ'), ('suv', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN suv)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'suv']",suv,suv,spec,syntax,['gray'],['--'],['colour'],['visual']
266,4928,2952461,car_suv_ambi_spec_812934.png,6,car,suv,spec,the silver car with 38C license,the silver car with 38C license,"[('the', 'DT'), ('silver', 'JJ'), ('car', 'NN'), ('with', 'IN'), ('38c', 'NN'), ('license', 'NN')]","(ROOT
  (NP
    (NP (DT the) (JJ silver) (NN car))
    (PP (IN with)
      (NP (NN 38c) (NN license)))))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2), (case, 6, 4), (compound, 6, 5), (nmod, 3, 6)]","['DT', 'JJ', 'NN', 'IN', 'NN', 'NN']","['the', 'silver', 'car', 'with', '38c', 'license']",car,car,ref,syntax,['silver'],"['with', '38c', 'license']","['colour', 'with', 'text', 'part_or_object']","['visual', 'part']"
267,5408,9819174,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray vehicle,the gray vehicle,"[('the', 'DT'), ('gray', 'JJ'), ('vehicle', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN vehicle)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'vehicle']",vehicle,vehicle,ref,syntax,['gray'],['--'],['colour'],['visual']
268,903,2600406,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
269,6798,4792821,car_suv_ambi_spec_812934.png,6,car,suv,spec,the gray car,the grey car,"[('the', 'DT'), ('gray', 'JJ'), ('car', 'NN')]","(ROOT
  (NP (DT the) (JJ gray) (NN car)))","[(ROOT, 0, 3), (det, 3, 1), (amod, 3, 2)]","['DT', 'JJ', 'NN']","['the', 'gray', 'car']",car,car,ref,syntax,['gray'],['--'],['colour'],['visual']
